prompt,response
"temperature=32.0, humidity=65.0, light_lux=1000, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=65.0, light_lux=1000, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=65.0, light_lux=1000, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=65.0, light_lux=1000, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high temperature. Recommendation: Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=1500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=1500, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=1500, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=1500, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=1500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=0, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=0, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=0, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=0, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=0, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=100, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=100, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=100, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=100, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=100, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=500, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high temperature. Recommendation: Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=500, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=80.0, light_lux=500, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=80.0, light_lux=500, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=80.0, light_lux=500, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high temperature. Recommendation: Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=1000, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high temperature. Recommendation: Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=1000, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=80.0, light_lux=1000, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=80.0, light_lux=1000, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=80.0, light_lux=1000, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high temperature. Recommendation: Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=1500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=1500, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=1500, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=1500, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=80.0, light_lux=1500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=0, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, high humidity, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=0, soil_moisture=30","Health: High Stress. Diagnosis: Detected: high humidity, low light, high temperature. Recommendation: Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=0, soil_moisture=50","Health: High Stress. Diagnosis: Detected: high humidity, low light, high temperature. Recommendation: Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=0, soil_moisture=70","Health: High Stress. Diagnosis: Detected: high humidity, low light, high temperature. Recommendation: Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=0, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, high humidity, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=100, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, high humidity, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=100, soil_moisture=30","Health: High Stress. Diagnosis: Detected: high humidity, low light, high temperature. Recommendation: Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=100, soil_moisture=50","Health: High Stress. Diagnosis: Detected: high humidity, low light, high temperature. Recommendation: Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=100, soil_moisture=70","Health: High Stress. Diagnosis: Detected: high humidity, low light, high temperature. Recommendation: Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=100, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, high humidity, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Increase airflow and reduce watering. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, high humidity, high temperature. Recommendation: Water thoroughly and monitor moisture. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=500, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: high humidity, high temperature. Recommendation: Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=500, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: high humidity, high temperature. Recommendation: Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=500, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: high humidity, high temperature. Recommendation: Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, high humidity, high temperature. Recommendation: Ensure drainage and let soil dry. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1000, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, high humidity, high temperature. Recommendation: Water thoroughly and monitor moisture. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1000, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: high humidity, high temperature. Recommendation: Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1000, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: high humidity, high temperature. Recommendation: Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1000, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: high humidity, high temperature. Recommendation: Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1000, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, high humidity, high temperature. Recommendation: Ensure drainage and let soil dry. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, light intensity too high, high humidity, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Water thoroughly and monitor moisture. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1500, soil_moisture=30","Health: High Stress. Diagnosis: Detected: light intensity too high, high humidity, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1500, soil_moisture=50","Health: High Stress. Diagnosis: Detected: light intensity too high, high humidity, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1500, soil_moisture=70","Health: High Stress. Diagnosis: Detected: light intensity too high, high humidity, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=90.0, light_lux=1500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, light intensity too high, high humidity, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Ensure drainage and let soil dry. Increase airflow and reduce watering. Relocate to cooler area and avoid direct sunlight."
